wav_path,spec_path,speaker_id,ethnicity,age_group,sex,intent,sentence_id,suffix,duration_sec,f0_mean_hz,f0_std_hz,hnr_mean_db
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1983_wym_n14.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1983_wym_n14.npy,1983,white,younger,male,neutral,14,,2.045479167,118.7247345,14.11505345,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1983_wym_t09.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1983_wym_t09.npy,1983,white,younger,male,trustworthy,9,,1.6535,159.7178112,36.96979323,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1983_wym_t10.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1983_wym_t10.npy,1983,white,younger,male,trustworthy,10,,1.837229167,176.0837236,48.14529171,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1983_wym_t11.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1983_wym_t11.npy,1983,white,younger,male,trustworthy,11,,2.064791667,165.6661682,48.73861022,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1983_wym_t12.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1983_wym_t12.npy,1983,white,younger,male,trustworthy,12,,1.762041667,120.1041918,20.30981378,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1983_wym_t13.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1983_wym_t13.npy,1983,white,younger,male,trustworthy,13,,1.703979167,147.6874117,36.52605419,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1983_wym_t14.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1983_wym_t14.npy,1983,white,younger,male,trustworthy,14,,1.465583333,140.3219028,61.79818805,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1984_wyf_n11cc.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1984_wyf_n11cc.npy,1984,white,younger,female,neutral,11,cc,1.833666667,186.0860959,44.46268136,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1984_wyf_n12cc.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1984_wyf_n12cc.npy,1984,white,younger,female,neutral,12,cc,1.36225,173.3909764,22.74280715,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1984_wyf_n13cc.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1984_wyf_n13cc.npy,1984,white,younger,female,neutral,13,cc,1.221125,204.4508942,48.12151147,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1984_wyf_n14c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1984_wyf_n14c.npy,1984,white,younger,female,neutral,14,c,1.3758125,174.1200972,61.28437332,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1984_wyf_n15c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1984_wyf_n15c.npy,1984,white,younger,female,neutral,15,c,1.192895833,158.9914877,38.21878913,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1984_wyf_n16c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1984_wyf_n16c.npy,1984,white,younger,female,neutral,16,c,1.223395833,166.1045731,11.27063985,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1984_wyf_t11c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1984_wyf_t11c.npy,1984,white,younger,female,trustworthy,11,c,1.756979167,178.4393667,63.26171127,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1984_wyf_t12c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1984_wyf_t12c.npy,1984,white,younger,female,trustworthy,12,c,1.387895833,192.543754,49.76704702,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1984_wyf_t13.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1984_wyf_t13.npy,1984,white,younger,female,trustworthy,13,,1.187104167,193.5011284,55.94542624,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1984_wyf_t14c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1984_wyf_t14c.npy,1984,white,younger,female,trustworthy,14,c,1.352729167,184.4306517,26.15440671,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1984_wyf_t15.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1984_wyf_t15.npy,1984,white,younger,female,trustworthy,15,,1.121729167,218.7989859,35.41232745,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1984_wyf_t16.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1984_wyf_t16.npy,1984,white,younger,female,trustworthy,16,,1.2585,202.9691479,54.06061827,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1985_byf_n13c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1985_byf_n13c.npy,1985,black,younger,female,neutral,13,c,1.9045625,179.8318853,10.23669044,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1985_byf_n14.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1985_byf_n14.npy,1985,black,younger,female,neutral,14,,1.589,202.9749601,33.71247547,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1985_byf_n15c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1985_byf_n15c.npy,1985,black,younger,female,neutral,15,c,1.413104167,183.2850632,12.1506457,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1985_byf_n16c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1985_byf_n16c.npy,1985,black,younger,female,neutral,16,c,1.454166667,181.2466323,13.11834138,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1985_byf_n17.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1985_byf_n17.npy,1985,black,younger,female,neutral,17,,1.636770833,219.6298607,56.99279607,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1985_byf_n18.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1985_byf_n18.npy,1985,black,younger,female,neutral,18,,1.739125,183.8050051,38.74271257,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1985_byf_t13c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1985_byf_t13c.npy,1985,black,younger,female,trustworthy,13,c,1.796291667,211.0949082,20.64504747,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1985_byf_t14.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1985_byf_t14.npy,1985,black,younger,female,trustworthy,14,,1.662666667,207.921559,24.91582707,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1985_byf_t15c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1985_byf_t15c.npy,1985,black,younger,female,trustworthy,15,c,1.705354167,241.5480038,62.34274782,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1985_byf_t16.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1985_byf_t16.npy,1985,black,younger,female,trustworthy,16,,1.3860625,243.9851252,38.50045436,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1985_byf_t17.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1985_byf_t17.npy,1985,black,younger,female,trustworthy,17,,1.376666667,239.6477444,91.62471677,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1985_byf_t18.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1985_byf_t18.npy,1985,black,younger,female,trustworthy,18,,1.726770833,233.5992466,49.73452983,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1987_wym_n11c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1987_wym_n11c.npy,1987,white,younger,male,neutral,11,c,1.987416667,92.13863612,9.207739263,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1987_wym_n12c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1987_wym_n12c.npy,1987,white,younger,male,neutral,12,c,1.601958333,87.6284869,4.544639214,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1987_wym_n13c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1987_wym_n13c.npy,1987,white,younger,male,neutral,13,c,1.468145833,85.28213854,6.272590929,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1987_wym_n14c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1987_wym_n14c.npy,1987,white,younger,male,neutral,14,c,1.369354167,126.5754123,116.1585585,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1987_wym_n15c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1987_wym_n15c.npy,1987,white,younger,male,neutral,15,c,1.463291667,128.0108405,110.4548875,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1987_wym_n16c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1987_wym_n16c.npy,1987,white,younger,male,neutral,16,c,1.631291667,105.4221603,47.75541338,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1987_wym_t11c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1987_wym_t11c.npy,1987,white,younger,male,trustworthy,11,c,2.184145833,109.5090885,19.01636749,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1987_wym_t12c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1987_wym_t12c.npy,1987,white,younger,male,trustworthy,12,c,1.664520833,99.47520596,11.66016058,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1987_wym_t13.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1987_wym_t13.npy,1987,white,younger,male,trustworthy,13,,1.6728125,142.6368509,72.35826756,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1987_wym_t14.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1987_wym_t14.npy,1987,white,younger,male,trustworthy,14,,1.110791667,188.6225037,107.4509949,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1987_wym_t15.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1987_wym_t15.npy,1987,white,younger,male,trustworthy,15,,1.710895833,181.7109973,127.8605833,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1987_wym_t16.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1987_wym_t16.npy,1987,white,younger,male,trustworthy,16,,1.430625,101.0279696,10.46272828,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1989_wyf_n13.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1989_wyf_n13.npy,1989,white,younger,female,neutral,13,,1.690354167,190.3619003,37.50709529,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1989_wyf_n14.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1989_wyf_n14.npy,1989,white,younger,female,neutral,14,,1.887729167,182.5266634,34.8806335,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1989_wyf_n15c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1989_wyf_n15c.npy,1989,white,younger,female,neutral,15,c,1.888833333,193.1363818,41.09296041,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1989_wyf_n16.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1989_wyf_n16.npy,1989,white,younger,female,neutral,16,,1.959375,192.5658933,38.64770647,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1989_wyf_n17.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1989_wyf_n17.npy,1989,white,younger,female,neutral,17,,2.0619375,187.5832071,27.63842739,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1989_wyf_n18c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1989_wyf_n18c.npy,1989,white,younger,female,neutral,18,c,2.236354167,187.2482602,36.77616727,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1989_wyf_t13.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1989_wyf_t13.npy,1989,white,younger,female,trustworthy,13,,2.572479167,215.7832576,40.98347622,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1989_wyf_t14c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1989_wyf_t14c.npy,1989,white,younger,female,trustworthy,14,c,2.073708333,200.1033775,33.86106492,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1989_wyf_t15c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1989_wyf_t15c.npy,1989,white,younger,female,trustworthy,15,c,1.830208333,192.501082,25.19109838,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1989_wyf_t16.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1989_wyf_t16.npy,1989,white,younger,female,trustworthy,16,,2.07575,221.6559267,43.37958007,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1989_wyf_t17.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1989_wyf_t17.npy,1989,white,younger,female,trustworthy,17,,1.58125,191.2379946,25.45708625,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1989_wyf_t18c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1989_wyf_t18c.npy,1989,white,younger,female,trustworthy,18,c,2.140291667,199.1675112,38.18216226,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1991_wym_n13.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1991_wym_n13.npy,1991,white,younger,male,neutral,13,,1.802270833,123.0490985,27.989772,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1991_wym_n14.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1991_wym_n14.npy,1991,white,younger,male,neutral,14,,1.521479167,141.8878769,33.96416435,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1991_wym_n15.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1991_wym_n15.npy,1991,white,younger,male,neutral,15,,1.500125,125.2022665,21.63195641,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1991_wym_n16.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1991_wym_n16.npy,1991,white,younger,male,neutral,16,,1.700604167,121.8369966,23.27786321,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1991_wym_n17.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1991_wym_n17.npy,1991,white,younger,male,neutral,17,,1.2164375,141.6032928,67.86584275,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1991_wym_n18.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1991_wym_n18.npy,1991,white,younger,male,neutral,18,,1.710770833,122.4220832,18.51694404,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1991_wym_t13.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1991_wym_t13.npy,1991,white,younger,male,trustworthy,13,,1.2701875,164.7959635,42.80324129,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1991_wym_t14.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1991_wym_t14.npy,1991,white,younger,male,trustworthy,14,,1.0919375,179.7911721,49.45669249,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1991_wym_t15.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1991_wym_t15.npy,1991,white,younger,male,trustworthy,15,,1.221791667,163.7117397,41.88004906,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1991_wym_t16.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1991_wym_t16.npy,1991,white,younger,male,trustworthy,16,,1.218770833,149.9996374,37.73935824,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1991_wym_t17.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1991_wym_t17.npy,1991,white,younger,male,trustworthy,17,,1.1338125,199.9713114,89.33866134,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1991_wym_t18.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1991_wym_t18.npy,1991,white,younger,male,trustworthy,18,,1.290916667,215.069958,44.17884422,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1992_wyf_n15.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1992_wyf_n15.npy,1992,white,younger,female,neutral,15,,1.9643125,225.0691467,59.28374269,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1992_wyf_n16.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1992_wyf_n16.npy,1992,white,younger,female,neutral,16,,1.866125,226.9257069,73.865998,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1992_wyf_n17.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1992_wyf_n17.npy,1992,white,younger,female,neutral,17,,1.848854167,224.048172,39.59982538,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1992_wyf_n18c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1992_wyf_n18c.npy,1992,white,younger,female,neutral,18,c,1.963979167,203.9221218,39.72401353,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1992_wyf_n19c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1992_wyf_n19c.npy,1992,white,younger,female,neutral,19,c,1.8586875,219.0455571,30.20559202,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1992_wyf_n20c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1992_wyf_n20c.npy,1992,white,younger,female,neutral,20,c,2.045729167,202.1111771,25.26015457,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1992_wyf_t15.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1992_wyf_t15.npy,1992,white,younger,female,trustworthy,15,,2.0011875,240.7811169,68.92270352,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1992_wyf_t16.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1992_wyf_t16.npy,1992,white,younger,female,trustworthy,16,,2.412583333,246.5655126,74.76290917,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1992_wyf_t17c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1992_wyf_t17c.npy,1992,white,younger,female,trustworthy,17,c,1.95825,230.3036302,30.78034169,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1992_wyf_t18c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1992_wyf_t18c.npy,1992,white,younger,female,trustworthy,18,c,1.942645833,241.1933897,61.67411788,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1992_wyf_t19.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1992_wyf_t19.npy,1992,white,younger,female,trustworthy,19,,1.856395833,284.2052443,78.80893089,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1992_wyf_t20.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1992_wyf_t20.npy,1992,white,younger,female,trustworthy,20,,2.202,259.3100613,65.87002359,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1996_bym_n13c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1996_bym_n13c.npy,1996,black,younger,male,neutral,13,c,1.491270833,92.85769382,5.423090752,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1996_bym_n14c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1996_bym_n14c.npy,1996,black,younger,male,neutral,14,c,1.310229167,111.318493,86.87211017,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1996_bym_n15.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1996_bym_n15.npy,1996,black,younger,male,neutral,15,,1.5111875,90.72643602,6.228355245,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1996_bym_n16.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1996_bym_n16.npy,1996,black,younger,male,neutral,16,,1.3683125,89.6947964,6.612144704,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1996_bym_n17.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1996_bym_n17.npy,1996,black,younger,male,neutral,17,,1.409479167,90.1675606,5.140767927,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1996_bym_n18.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1996_bym_n18.npy,1996,black,younger,male,neutral,18,,1.585604167,114.6322616,80.22114713,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1996_bym_t13.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1996_bym_t13.npy,1996,black,younger,male,trustworthy,13,,1.453791667,105.6241694,13.0427473,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1996_bym_t14c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1996_bym_t14c.npy,1996,black,younger,male,trustworthy,14,c,1.324666667,111.4627804,12.12294926,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1996_bym_t15.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1996_bym_t15.npy,1996,black,younger,male,trustworthy,15,,1.248083333,115.2639584,15.97787222,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1996_bym_t16c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1996_bym_t16c.npy,1996,black,younger,male,trustworthy,16,c,1.192416667,150.3620018,111.2641028,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1996_bym_t17.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1996_bym_t17.npy,1996,black,younger,male,trustworthy,17,,1.4026875,115.0996264,12.82592585,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1996_bym_t18.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1996_bym_t18.npy,1996,black,younger,male,trustworthy,18,,1.596333333,114.2186779,13.29473612,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1997_wym_n15c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1997_wym_n15c.npy,1997,white,younger,male,neutral,15,c,1.206916667,103.3204091,9.80374587,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1997_wym_n16c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1997_wym_n16c.npy,1997,white,younger,male,neutral,16,c,1.360083333,90.06887907,5.165256566,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1997_wym_n17c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1997_wym_n17c.npy,1997,white,younger,male,neutral,17,c,1.336020833,127.9627803,96.92684999,
